Source,Target,weight,event,site,date,white,black,whiteElo,blackElo,result
Alexey Dreev,Samuel Sevian,1,Chessable Play-In Match,chess.com INT,2023.03.13,Alexey Dreev,Samuel Sevian,2606,2687,1-0
Alexey Dreev,Gata Kamsky,1,Titled Tue 5th Apr Early,chess.com INT,2022.04.05,Alexey Dreev,Gata Kamsky,2623,2661,1-0
Alexey Dreev,Jeffery Xiong,1,Aimchess Rapid Div 2 W,chess.com INT,2023.07.10,Alexey Dreev,Jeffery Xiong,2606,2693,1/2-1/2
Alexey Dreev,Ian Nepomniachtchi,1,World Blitz 2023,Samarkand UZB,2023.12.29,Alexey Dreev,Ian Nepomniachtchi,2606,2771,1/2-1/2
Alexey Dreev,Sergei Rublevsky,1,Kazan Mayor's Cup 2022,Kazan RUS,2022.01.28,Alexey Dreev,Sergei Rublevsky,2623,2637,1/2-1/2
Alexey Dreev,Vladislav Artemiev,1,Region Group Cup 2023,Moscow RUS,2023.12.01,Alexey Dreev,Vladislav Artemiev,2606,2714,1/2-1/2
Alexey Dreev,Fabiano Caruana,1,Julius Baer Play-In Match,chess.com INT,2023.07.25,Alexey Dreev,Fabiano Caruana,2606,2782,1-0
Alexey Dreev,Peter Svidler,1,World Rapid 2023,Samarkand UZB,2023.12.26,Peter Svidler,Alexey Dreev,2689,2606,1/2-1/2
Alexey Dreev,Wesley So,1,Chess.com Rapid Wk2 Swiss,chess.com INT,2022.02.19,Wesley So,Alexey Dreev,2772,2623,1/2-1/2
Alexey Dreev,Ray Robson,1,Chess.com Rapid Wk1 Swiss,chess.com INT,2022.02.12,Ray Robson,Alexey Dreev,2676,2623,0-1
Alexey Dreev,Denis Khismatullin,1,Region Group Cup 2022,Moscow RUS,2022.12.03,Alexey Dreev,Denis Khismatullin,2606,2594,1/2-1/2
Alexey Dreev,Parham Maghsoodloo,1,Airthings Masters Div 3 L,chess.com INT,2023.02.07,Parham Maghsoodloo,Alexey Dreev,2728,2606,1/2-1/2
Alexey Dreev,Levon Aronian,1,Julius Baer Play-In 2023,chess.com INT,2023.07.24,Levon Aronian,Alexey Dreev,2742,2606,1/2-1/2
Alexey Dreev,Laurent Fressinet,1,Julius Baer Rapid Div 2 W,chess.com INT,2023.08.30,Alexey Dreev,Laurent Fressinet,2606,2652,1/2-1/2
Alexey Dreev,Alexander Morozevich,1,TCh-RUS Blitz 2023,Sochi RUS,2023.10.17,Alexey Dreev,Alexander Morozevich,2606,2659,1/2-1/2
Alexey Dreev,Nodirbek Abdusattorov,1,World Rapid 2023,Samarkand UZB,2023.12.26,Alexey Dreev,Nodirbek Abdusattorov,2606,2727,1/2-1/2
Alexey Dreev,Sergey Karjakin,1,Region Group Cup 2023,Moscow RUS,2023.12.01,Alexey Dreev,Sergey Karjakin,2606,2750,1/2-1/2
Sergey Karjakin,Alexander Grischuk,1,Region Group Cup 2023,Moscow RUS,2023.12.01,Alexander Grischuk,Sergey Karjakin,2732,2750,0-1
Sergey Karjakin,Igor Kovalenko,1,World Blitz 2018,St Petersburg RUS,2018.12.29,Igor Kovalenko,Sergey Karjakin,2657,2753,1/2-1/2
Sergey Karjakin,Ian Nepomniachtchi,1,9th Norway Chess 2021,Stavanger NOR,2021.09.13,Sergey Karjakin,Ian Nepomniachtchi,2758,2792,1/2-1/2
Sergey Karjakin,Magnus Carlsen,1,84th Tata Steel Masters,Wijk aan Zee NED,2022.01.26,Sergey Karjakin,Magnus Carlsen,2743,2865,1/2-1/2
Sergey Karjakin,Levon Aronian,1,NIC Classic Prelim 2021,chess24.com INT,2021.04.26,Levon Aronian,Sergey Karjakin,2781,2757,1/2-1/2
Sergey Karjakin,Andrey Esipenko,1,Smyslov Region Group Cup,Moscow RUS,2021.08.16,Andrey Esipenko,Sergey Karjakin,2716,2757,0-1
Sergey Karjakin,Viswanathan Anand,1,7th Gashimov Mem Rapid,Baku AZE,2021.12.20,Viswanathan Anand,Sergey Karjakin,2751,2743,0-1
Sergey Karjakin,Hikaru Nakamura,1,11. Tal Mem Rapid 2018,Moscow RUS,2018.03.04,Hikaru Nakamura,Sergey Karjakin,2787,2763,1/2-1/2
Sergey Karjakin,Boris Gelfand,1,Levitov Chess 50k 2022,lichess.org INT,2022.02.21,Boris Gelfand,Sergey Karjakin,2669,2743,1/2-1/2
Sergey Karjakin,Anish Giri,1,84th Tata Steel Masters,Wijk aan Zee NED,2022.01.18,Sergey Karjakin,Anish Giri,2743,2772,1/2-1/2
Sergey Karjakin,Fabiano Caruana,1,84th Tata Steel Masters,Wijk aan Zee NED,2022.01.15,Fabiano Caruana,Sergey Karjakin,2792,2743,1/2-1/2
Sergey Karjakin,Wesley So,1,Skilling Open Prelim,chess24.com INT,2020.11.23,Wesley So,Sergey Karjakin,2770,2752,1/2-1/2
Sergey Karjakin,Vladimir Kramnik,1,Crocus City Stars Blitz,Krasnogorsk RUS,2022.10.04,Sergey Karjakin,Vladimir Kramnik,2747,2753,1-0
Sergey Karjakin,Shakhriyar Mamedyarov,1,84th Tata Steel Masters,Wijk aan Zee NED,2022.01.28,Shakhriyar Mamedyarov,Sergey Karjakin,2767,2743,1/2-1/2
Sergey Karjakin,Garry Kasparov,1,Saint Louis Blitz 2017,Saint Louis USA,2017.08.17,Garry Kasparov,Sergey Karjakin,2812,2773,1/2-1/2
Sergey Karjakin,Wei Yi,1,Online Nations Cup Prelim,chess.com INT,2020.05.08,Sergey Karjakin,Wei Yi,2752,2732,1/2-1/2
Sergey Karjakin,Baadur Jobava,1,21. TCh-RUS 2014,Loo RUS,2014.04.10,Sergey Karjakin,Baadur Jobava,2772,2706,1/2-1/2
Sergey Karjakin,Jan-Krzysztof Duda,1,84th Tata Steel Masters,Wijk aan Zee NED,2022.01.20,Jan-Krzysztof Duda,Sergey Karjakin,2760,2743,1/2-1/2
Sergey Karjakin,Yu Yangyi,1,Online Nations Cup Prelim,chess.com INT,2020.05.06,Yu Yangyi,Sergey Karjakin,2709,2752,1/2-1/2
Sergey Karjakin,Maxime Vachier-Lagrave,1,6. World Blitz,Moscow RUS,2010.11.16,Sergey Karjakin,Maxime Vachier-Lagrave,2760,2703,1/2-1/2
Sergey Karjakin,Wang Hao,1,SportAccord Blitz Men 2013,Beijing CHN,2013.12.15,Wang Hao,Sergey Karjakin,2735,2756,1/2-1/2
Sergey Karjakin,Alexander Riazantsev,1,World Blitz 2021,Warsaw POL,2021.12.29,Sergey Karjakin,Alexander Riazantsev,2743,2634,1/2-1/2
Sergey Karjakin,Bassem Amin,1,World Rapid 2021,Warsaw POL,2021.12.28,Sergey Karjakin,Bassem Amin,2743,2680,1-0
Sergey Karjakin,Dmitry Andreikin,1,World Blitz Final,Astana KAZ,2012.07.09,Dmitry Andreikin,Sergey Karjakin,2700,2779,1/2-1/2
Sergey Karjakin,Ivan Cheparinov,1,World Blitz 2021,Warsaw POL,2021.12.30,Sergey Karjakin,Ivan Cheparinov,2743,2664,1/2-1/2
Sergey Karjakin,Veselin Topalov,1,FIDE Candidates 2014,Khanty-Mansiysk RUS,2014.03.26,Veselin Topalov,Sergey Karjakin,2785,2766,1/2-1/2
Sergey Karjakin,Alexander Morozevich,1,Crocus City Stars Rapid,Krasnogorsk RUS,2022.10.02,Sergey Karjakin,Alexander Morozevich,2747,2659,1/2-1/2
Sergey Karjakin,Yuriy Kryvoruchko,1,World Rapid 2015,Berlin GER,2015.10.10,Sergey Karjakin,Yuriy Kryvoruchko,2762,2710,1/2-1/2
Sergey Karjakin,David Navara,1,7th Gashimov Mem Rapid,Baku AZE,2021.12.19,David Navara,Sergey Karjakin,2697,2743,0-1
Sergey Karjakin,Denis Khismatullin,1,Region Group Cup 2022,Moscow RUS,2022.12.03,Sergey Karjakin,Denis Khismatullin,2747,2594,1-0
Sergey Karjakin,Laurent Fressinet,1,World Rapid 2016,Doha QAT,2016.12.27,Sergey Karjakin,Laurent Fressinet,2785,2672,1-0
Sergey Karjakin,Ernesto Inarkiev,1,Region Group Cup 2023,Moscow RUS,2023.12.01,Sergey Karjakin,Ernesto Inarkiev,2750,2658,1-0
Sergey Karjakin,Ding Liren,1,Chess Super League 2021,chess.com INT,2021.10.14,Sergey Karjakin,Ding Liren,2743,2799,1/2-1/2
Sergey Karjakin,Parham Maghsoodloo,1,Titled Tuesday 14th July,chess.com INT,2020.07.14,Parham Maghsoodloo,Sergey Karjakin,2676,2752,1/2-1/2
Sergey Karjakin,Michael Adams,1,43. Olympiad 2018,Batumi GEO,2018.10.04,Sergey Karjakin,Michael Adams,2760,2712,1/2-1/2
Sergey Karjakin,Wang Yue,1,SportAccord Rapid Men 2013,Beijing CHN,2013.12.12,Wang Yue,Sergey Karjakin,2723,2756,0-1
Sergey Karjakin,Pavel Eljanov,1,FIDE World Cup 2015,Baku AZE,2015.09.29,Pavel Eljanov,Sergey Karjakin,2717,2762,0-1
Sergey Karjakin,Peter Svidler,1,Levitov Chess 50k 2022,lichess.org INT,2022.02.21,Sergey Karjakin,Peter Svidler,2743,2683,1-0
Sergey Karjakin,Rustam Kasimdzhanov,1,Renova FIDE GP,Zug SUI,2013.04.25,Sergey Karjakin,Rustam Kasimdzhanov,2786,2709,1/2-1/2
Sergey Karjakin,Vladislav Artemiev,1,Region Group Cup 2023,Moscow RUS,2023.12.02,Sergey Karjakin,Vladislav Artemiev,2750,2714,1/2-1/2
Sergey Karjakin,Daniil Dubov,1,84th Tata Steel Masters,Wijk aan Zee NED,2022.01.16,Sergey Karjakin,Daniil Dubov,2743,2720,1/2-1/2
Sergey Karjakin,Ni Hua,1,CHN-RUS Super Go 2015,Heixiazi CHN,2015.07.31,Sergey Karjakin,Ni Hua,2753,2703,1-0
Sergey Karjakin,Alexander Areshchenko,1,It,Sudak UKR,2002.08.05,Sergey Karjakin,Alexander Areshchenko,2523,2533,1/2-1/2
Sergey Karjakin,Ruslan Ponomariov,1,6. World Blitz,Moscow RUS,2010.11.18,Sergey Karjakin,Ruslan Ponomariov,2760,2744,1-0
Sergey Karjakin,Zurab Azmaiparashvili,1,It,Dos Hermanas ESP,2005.04.08,Sergey Karjakin,Zurab Azmaiparashvili,2635,2671,1/2-1/2
Sergey Karjakin,Viktor Bologan,1,Titled Tuesday 7th July,chess.com INT,2020.07.07,Sergey Karjakin,Viktor Bologan,2752,2574,1-0
Sergey Karjakin,Krishnan Sasikiran,1,Chess Super League 2021,chess.com INT,2021.10.11,Sergey Karjakin,Krishnan Sasikiran,2743,2640,1-0
Sergey Karjakin,Evgeny Bareev,1,World Blitz,Moscow RUS,2009.11.16,Sergey Karjakin,Evgeny Bareev,2723,2634,1-0
Sergey Karjakin,Teimour Radjabov,1,Chess Stars 3.0 Rapid,Moscow RUS,2023.12.16,Sergey Karjakin,Teimour Radjabov,2750,2723,1/2-1/2
Sergey Karjakin,Alexander Motylev,1,Moscow Blitz Final 2014,Moscow RUS,2014.09.06,Alexander Motylev,Sergey Karjakin,2686,2777,0-1
Sergey Karjakin,Alexander Onischuk,1,FIDE World Cup 2015,Baku AZE,2015.09.16,Sergey Karjakin,Alexander Onischuk,2762,2662,1/2-1/2
Sergey Karjakin,Alexander Khalifman,1,NH Chess Tournament,Amsterdam NED,2007.08.30,Sergey Karjakin,Alexander Khalifman,2678,2632,1/2-1/2
Sergey Karjakin,Anatoly Karpov,1,Superstars Hotel Bali,Benidorm ESP,2002.11.29,Sergey Karjakin,Anatoly Karpov,2527,2688,1/2-1/2
Sergey Karjakin,Gata Kamsky,1,SportAccord Blitz Men 2012,Beijing CHN,2012.12.17,Sergey Karjakin,Gata Kamsky,2775,2762,1-0
Sergey Karjakin,Peter Leko,1,Tal Memorial Blitz 2014,Sochi RUS,2014.11.13,Sergey Karjakin,Peter Leko,2770,2731,1/2-1/2
Sergey Karjakin,Alexei Shirov,1,World Rapid 2018,St Petersburg RUS,2018.12.27,Alexei Shirov,Sergey Karjakin,2643,2753,1/2-1/2
Sergey Karjakin,Gabriel Sargissian,1,World Rapid 2018,St Petersburg RUS,2018.12.27,Sergey Karjakin,Gabriel Sargissian,2753,2689,1/2-1/2
Sergey Karjakin,Dmitry Jakovenko,1,Tashkent FIDE GP 2014,Tashkent UZB,2014.10.23,Sergey Karjakin,Dmitry Jakovenko,2767,2747,1-0
Sergey Karjakin,Vadim Milov,1,4. Open,Dos Hermanas ESP,2004.04.01,Sergey Karjakin,Vadim Milov,2566,2632,1/2-1/2
Sergey Karjakin,Alexander Moiseenko,1,6. EICC,Warsaw POL,2005.06.28,Sergey Karjakin,Alexander Moiseenko,2635,2665,1-0
Sergey Karjakin,Evgeny Tomashevsky,1,Region Group Cup 2023,Moscow RUS,2023.12.01,Evgeny Tomashevsky,Sergey Karjakin,2681,2750,1/2-1/2
Sergey Karjakin,Boris Grachev,1,Tal Memorial Blitz,Moscow RUS,2008.08.29,Sergey Karjakin,Boris Grachev,2727,2640,1-0
Sergey Karjakin,Evgeny Alekseev,1,5. FIDE GP,Jermuk ARM,2009.08.21,Sergey Karjakin,Evgeny Alekseev,2717,2714,1/2-1/2
Sergey Karjakin,Vladislav Kovalev,1,43. Olympiad 2018,Batumi GEO,2018.10.02,Sergey Karjakin,Vladislav Kovalev,2760,2664,1/2-1/2
Sergey Karjakin,Rameshbabu Praggnanandhaa,1,84th Tata Steel Masters,Wijk aan Zee NED,2022.01.25,Rameshbabu Praggnanandhaa,Sergey Karjakin,2612,2743,0-1
Sergey Karjakin,Pentala Harikrishna,1,Online Nations Cup Prelim,chess.com INT,2020.05.09,Pentala Harikrishna,Sergey Karjakin,2719,2752,1/2-1/2
Sergey Karjakin,Nikita Vitiugov,1,73rd ch-RUS 2020,Moscow RUS,2020.12.07,Nikita Vitiugov,Sergey Karjakin,2720,2752,0-1
Sergey Karjakin,Bogdan-Daniel Deac,1,11. Kings Blitz 2017,Medias ROU,2017.11.28,Sergey Karjakin,Bogdan-Daniel Deac,2760,2566,1-0
Sergey Karjakin,Maxim Matlakov,1,73rd ch-RUS 2020,Moscow RUS,2020.12.10,Sergey Karjakin,Maxim Matlakov,2752,2698,1-0
Sergey Karjakin,Liviu-Dieter Nisipeanu,1,5. Kings Tournament,Medias ROU,2011.06.17,Sergey Karjakin,Liviu-Dieter Nisipeanu,2776,2659,1-0
Sergey Karjakin,Anton Korobov,1,Titled Tuesday 14th July,chess.com INT,2020.07.14,Sergey Karjakin,Anton Korobov,2752,2688,1-0
Sergey Karjakin,Igor Lysy,1,Vladimir Petrov Mem 2015,Jurmala LAT,2015.03.08,Igor Lysy,Sergey Karjakin,2691,2757,0-1
