Id,Label,fideId,elo,top_player
"Meribanov, V.","Meribanov, V.",0,2406,False
"Abu Sufian, S.","Abu Sufian, S.",0,2244,False
"Shahnaz, M.","Shahnaz, M.",0,1831,False
"Markoja, B.","Markoja, B.",0,2439,False
"Yagiz, B.","Yagiz, B.",0,1877,False
"De Vries, Leon","De Vries, Leon",0,2021,False
"Bruch, J.","Bruch, J.",0,2187,False
"Roubalik, J.","Roubalik, J.",0,2391,False
"Vymazal, B.","Vymazal, B.",0,2350,False
"Straka, V.","Straka, V.",0,2417,False
"Dauletova, G.","Dauletova, G.",0,2285,False
"Kvetny, M.","Kvetny, M.",0,2416,False
"Hoffmann, Hen","Hoffmann, Hen",0,2242,False
"Kelmendi, Bajrush","Kelmendi, Bajrush",0,1951,False
"Lopez del Alamo, An","Lopez del Alamo, An",0,2295,False
"Sanchez Gonzalez, S.","Sanchez Gonzalez, S.",0,2281,False
"Gongora Montes, B.","Gongora Montes, B.",0,2198,False
"Estevez Sacristan, Deva","Estevez Sacristan, Deva",0,1932,False
"Westerberg, J.","Westerberg, J.",0,2534,False
"Rogule, L.","Rogule, L.",0,2286,False
"Maatoug, R.","Maatoug, R.",0,2202,False
"Isik, Alparslan","Isik, Alparslan",0,2321,False
"Apaydin, F.","Apaydin, F.",0,2260,False
"Persanyi, Barnabas","Persanyi, Barnabas",0,2364,False
"Sevdimaliev, U.","Sevdimaliev, U.",0,2369,False
"Babaev, T.","Babaev, T.",0,2282,False
"Gasimov, Parviz","Gasimov, Parviz",0,2337,False
"Mica, Marek","Mica, Marek",0,2274,False
"Stalmach, Richard","Stalmach, Richard",0,2296,False
"Khalikov, Bulat","Khalikov, Bulat",0,2117,False
"Chlpik, Martin","Chlpik, Martin",0,2199,False
"Bagheri, A.","Bagheri, A.",0,2348,False
"Meylan, A.","Meylan, A.",0,2205,False
"Andriasian, S.","Andriasian, S.",0,2298,False
"Naudion, G.","Naudion, G.",0,2146,False
"Rasti, Arvin","Rasti, Arvin",0,2195,False
"Wengholm, A.","Wengholm, A.",0,2198,False
"Mathieu, Phileas","Mathieu, Phileas",0,2240,False
"Adrian, Leopold","Adrian, Leopold",0,2009,False
"Venard, P.","Venard, P.",0,2048,False
"Horvath, Las1","Horvath, Las1",0,2183,False
"Nemeth, Mi1","Nemeth, Mi1",0,2488,False
"Agopov, M.","Agopov, M.",0,2427,False
"Wintzer, J.","Wintzer, J.",0,2274,False
"Zavgorodniy, S.","Zavgorodniy, S.",0,2418,False
"Babiy, Igor","Babiy, Igor",0,2241,False
"Pein, M.","Pein, M.",0,2309,False
"Royal, Shreyas","Royal, Shreyas",0,2121,False
"Celik, Hasan Huseyin","Celik, Hasan Huseyin",0,2360,False
"Emir, Doruk","Emir, Doruk",0,1852,False
"Tinmaz, Kerem","Tinmaz, Kerem",0,1614,False
"Fitzsimons, D.","Fitzsimons, D.",0,2324,False
"Brozka, Karel","Brozka, Karel",0,2080,False
"Smolik, Jachym","Smolik, Jachym",0,2073,False
"Hamid, R.","Hamid, R.",0,1923,False
"Chowdhury, So","Chowdhury, So",0,2149,False
"Okuyaz, Duru","Okuyaz, Duru",0,2076,False
"Gallevci, Yagiz","Gallevci, Yagiz",0,2069,False
"Kirsch, L.","Kirsch, L.",0,2120,False
"De Mon, Gino","De Mon, Gino",0,2060,False
"Kilic, Gokturk Kagan","Kilic, Gokturk Kagan",0,2084,False
"Erdogmus, Yagiz Kaan","Erdogmus, Yagiz Kaan",0,1955,False
"Dolana, A.","Dolana, A.",0,2359,False
"Petkidis, A.","Petkidis, A.",0,2401,False
"Chatalbashev, B.","Chatalbashev, B.",0,2530,False
"Pulkkinen, K.","Pulkkinen, K.",0,2256,False
"Lammi, J.","Lammi, J.",0,2083,False
"Stolyarsky, Yegor","Stolyarsky, Yegor",0,2063,False
"Hamdouchi, H.","Hamdouchi, H.",0,2561,False
"Altun, Arda","Altun, Arda",0,2074,False
"Danaci, Ege","Danaci, Ege",0,1996,False
"Yildirim, Ibrahim Halil","Yildirim, Ibrahim Halil",0,1783,False
"Kostolansky, Sebastian Lukas","Kostolansky, Sebastian Lukas",0,2393,False
"Agdelen, Huseyin Can","Agdelen, Huseyin Can",0,2206,False
"Ferster, F.","Ferster, F.",0,2149,False
"Frick, R.","Frick, R.",0,1947,False
"Hrbek, Stepan","Hrbek, Stepan",0,2230,False
"Nemec, Jachym","Nemec, Jachym",0,2229,False
"Krieger, Markus","Krieger, Markus",0,2050,False
"Marin, Mi","Marin, Mi",0,2502,False
"Kovacs, Ga2","Kovacs, Ga2",0,2455,False
"Csonka, A1.","Csonka, A1.",0,2362,False
"Solcan, Martin","Solcan, Martin",0,2076,False
"Lecky, Juraj","Lecky, Juraj",0,2070,False
"Nikel, R.","Nikel, R.",0,1984,False
"Fontaine, R.","Fontaine, R.",0,2550,False
"Sokolov, And1","Sokolov, And1",0,2490,False
"Admiraal, M.","Admiraal, M.",0,2475,False
"Matnadze, A.","Matnadze, A.",0,2421,False
"De Rover, YH.","De Rover, YH.",0,2349,False
Jabed Al Azad,Jabed Al Azad,0,2002,False
"Hasan Md, E.","Hasan Md, E.",0,2058,False
"Sabya, S.","Sabya, S.",0,1874,False
"Rahman, SM.","Rahman, SM.",0,2158,False
"Md., Matiur Rahman","Md., Matiur Rahman",0,1979,False
"Marcziter, D.","Marcziter, D.",0,2243,False
"Kholin, Aleksandr","Kholin, Aleksandr",0,2405,False
"Mazi, L.","Mazi, L.",0,2340,False
"Laxman, R.","Laxman, R.",0,2411,False
"Erden, K.","Erden, K.",0,2271,False
"Ovod, E.","Ovod, E.",0,2341,False
"Porter, Ry","Porter, Ry",0,2241,False
"Marchesich, Giovanni","Marchesich, Giovanni",0,2128,False
"Perestjuk, M.","Perestjuk, M.",0,2160,False
"Fajdetic, H.","Fajdetic, H.",0,2151,False
"Amburgy, Ryan","Amburgy, Ryan",0,2019,False
"Friedel, J.","Friedel, J.",0,2552,False
"Donatti, A.","Donatti, A.",0,2193,False
"Coelho, Ramyres Santana","Coelho, Ramyres Santana",0,1981,False
"Hernandez Santos, Hugo Israel","Hernandez Santos, Hugo Israel",0,1592,False
"Hryshchenko, Kamila","Hryshchenko, Kamila",0,2028,False
"Bajarani, U.","Bajarani, U.",0,2458,False
"Quirhuayo Chumbe, German Gonzalo","Quirhuayo Chumbe, German Gonzalo",0,2296,False
"Gray, Euan","Gray, Euan",0,2098,False
"Haba, P.","Haba, P.",0,2439,False
"Efroimski, M.","Efroimski, M.",0,2357,False
"Lahav, Michal","Lahav, Michal",0,2216,False
"Piper, M.","Piper, M.",0,2368,False
"Atakhan, Abtin","Atakhan, Abtin",0,2294,False
"Buchenau, F.","Buchenau, F.",0,2317,False
"Grigorjev, Iljya","Grigorjev, Iljya",0,2380,False
"Mahdian, Anousha","Mahdian, Anousha",0,2212,False
"Maksimenko, Viktor","Maksimenko, Viktor",0,2239,False
"Gombocz, Ferenc Jr","Gombocz, Ferenc Jr",0,2280,False
"Abdulla, Murad","Abdulla, Murad",0,2287,False
"Koridze, Lile","Koridze, Lile",0,2016,False
"Locci, D.","Locci, D.",0,2216,False
"Ahn, Hongjin","Ahn, Hongjin",0,2298,False
"Davtyan, David Arm","Davtyan, David Arm",0,2312,False
"Jaskolka, T.","Jaskolka, T.",0,2220,False
"Muromtsev, A.","Muromtsev, A.",0,2161,False
"Kraus, Ohad","Kraus, Ohad",0,2363,False
"Radoman, Emmanuel","Radoman, Emmanuel",0,1962,False
"Schaub, M.","Schaub, M.",0,1959,False
"Couche, D.","Couche, D.",0,1947,False
"Lesueur, Gabriel","Lesueur, Gabriel",0,1928,False
"Kuhn, Clement","Kuhn, Clement",0,2278,False
"Baba, M.","Baba, M.",0,2274,False
"Jossien, A.","Jossien, A.",0,2273,False
"Karavaeva, O.","Karavaeva, O.",0,2260,False
"Thomas, Anysia","Thomas, Anysia",0,2164,False
"Asadzade, Idris","Asadzade, Idris",0,2188,False
"Nikolov, Mo","Nikolov, Mo",0,2542,False
"Hauchard, A.","Hauchard, A.",0,2515,False
"Tzidkiya, Yeshaayahu","Tzidkiya, Yeshaayahu",0,2380,False
"Christensen, Thom2","Christensen, Thom2",0,2154,False
"Lamaze, Simon","Lamaze, Simon",0,2203,False
"Annaberdiyev, B.","Annaberdiyev, B.",0,2146,False
"Serrer, C.","Serrer, C.",0,2283,False
"Matveeva, O.","Matveeva, O.",0,2171,False
"Charinda, Kudzanayi","Charinda, Kudzanayi",0,1710,False
"Teterev, V.","Teterev, V.",0,2444,False
"Yeke, S.","Yeke, S.",0,2099,False
"Freitas, Remulo Aguiar","Freitas, Remulo Aguiar",0,2111,False
"Vega, L.","Vega, L.",0,2289,False
"Topak, E.","Topak, E.",0,2202,False
"Richter, Mic","Richter, Mic",0,2501,False
"Kekic, A.","Kekic, A.",0,2188,False
"Secheres, Ad","Secheres, Ad",0,2375,False
"Borges da Silva, R.","Borges da Silva, R.",0,2198,False
"Rozhin, B.","Rozhin, B.",0,2315,False
"Elizarov, D.","Elizarov, D.",0,2392,False
"Bilan, Danila","Bilan, Danila",0,2303,False
"Alumert, Orkun Efe","Alumert, Orkun Efe",0,2301,False
"Mosnegutu, K.","Mosnegutu, K.",0,2235,False
"Schimnatkowski, Lukas","Schimnatkowski, Lukas",0,2173,False
"Houard, S.","Houard, S.",0,2123,False
"Soubirou, O.","Soubirou, O.",0,2116,False
"Ballester, A.","Ballester, A.",0,2099,False
"Ouaki, Mark","Ouaki, Mark",0,2081,False
"Samoun, F.","Samoun, F.",0,2306,False
"Grolleau, Matteo","Grolleau, Matteo",0,1804,False
"Maugenest, Ghislain","Maugenest, Ghislain",0,2052,False
"Dardha, A.","Dardha, A.",0,2227,False
"Lagura, Marcelo","Lagura, Marcelo",0,1756,False
"Eden, J.","Eden, J.",0,2294,False
"Fischer, Ju","Fischer, Ju",0,2071,False
"Lissillour, Baptiste","Lissillour, Baptiste",0,1771,False
"Mallevaey, Guillaume","Mallevaey, Guillaume",0,1804,False
"Nineuil, V.","Nineuil, V.",0,1963,False
"Haussernot, C.","Haussernot, C.",0,2171,False
"Firouzja, Mohammadreza","Firouzja, Mohammadreza",0,2141,False
"Konopka, J.","Konopka, J.",0,1926,False
"Hille, Willian Henrique","Hille, Willian Henrique",0,2018,False
"Herman, Ma","Herman, Ma",0,2383,False
"Quiroga Garza, Juan Manuel","Quiroga Garza, Juan Manuel",0,2190,False
"Nastore, Pavel-Alexandru","Nastore, Pavel-Alexandru",0,2234,False
"Golizadeh, A.","Golizadeh, A.",0,2455,False
"Shcherbakov, R.","Shcherbakov, R.",0,2527,False
"Noe, C.","Noe, C.",0,2527,False
"Dzhumaev, M.","Dzhumaev, M.",0,2425,False
"Marra, E.","Marra, E.",0,2200,False
"Ibrayev, N.","Ibrayev, N.",0,2388,False
"Shermuhammadov, Samandar","Shermuhammadov, Samandar",0,2063,False
"Greenfeld, A.","Greenfeld, A.",0,2507,False
"Isfan, Ioan-Marius","Isfan, Ioan-Marius",0,2263,False
"Venkataramanan, T.","Venkataramanan, T.",0,2226,False
"Peralta, E.","Peralta, E.",0,2218,False
"Jannatul, Ferdous","Jannatul, Ferdous",0,1778,False
"Nadimifar, A.","Nadimifar, A.",0,2210,False
"Paval, G.","Paval, G.",0,2207,False
"Illes, S.","Illes, S.",0,1935,False
"Kogan, Ar","Kogan, Ar",0,2501,False
"Bernasek, J.","Bernasek, J.",0,2498,False
"Mladek, Richard","Mladek, Richard",0,2291,False
"Nepomucky, O.","Nepomucky, O.",0,2144,False
"Olsarova, K.","Olsarova, K.",0,2290,False
"Kourousis, E.","Kourousis, E.",0,2391,False
"Trejbal, Jindrich 1981","Trejbal, Jindrich 1981",0,1926,False
"Mach, Ondrej","Mach, Ondrej",0,1824,False
"Gholami, A.","Gholami, A.",0,2507,False
"Khairullin, I.","Khairullin, I.",0,2615,False
"Yevseev, D.","Yevseev, D.",0,2474,False
"Gorovykh, E.","Gorovykh, E.",0,2488,False
"Shevtchenko, O.","Shevtchenko, O.",0,2054,False
"Albuquerque Junior, Wellington S","Albuquerque Junior, Wellington S",0,2209,False
"Gracia Alvarez, Gerardo An","Gracia Alvarez, Gerardo An",0,2308,False
"Zhurbinsky, David","Zhurbinsky, David",0,1823,False
"Domingo Nunez, Alejandro","Domingo Nunez, Alejandro",0,2358,False
"Gonzalez Menendez, I.","Gonzalez Menendez, I.",0,2393,False
"Klabis, R.","Klabis, R.",0,2329,False
"Sohal, T.","Sohal, T.",0,2220,False
"Fries Nielsen, JO.","Fries Nielsen, JO.",0,2359,False
"Fernandez Hernandez, A.","Fernandez Hernandez, A.",0,2319,False
"Adelman, C.","Adelman, C.",0,2268,False
"Jahedi, Mani","Jahedi, Mani",0,2201,False
"He, Daniel","He, Daniel",0,2134,False
"Mousavi, Se","Mousavi, Se",0,2522,False
"Ros, David","Ros, David",0,1761,False
"Maisuradze, N.","Maisuradze, N.",0,2251,False
"Dubois, Mart","Dubois, Mart",0,1780,False
"Tadros, John","Tadros, John",0,1779,False
"Dridi, Ab","Dridi, Ab",0,1771,False
"Loncke, Matthieu","Loncke, Matthieu",0,1726,False
"Pillard, Valentin","Pillard, Valentin",0,2103,False
"Faydi, J.","Faydi, J.",0,2087,False
"Emmenecker, P.","Emmenecker, P.",0,2053,False
"Lardon, Quentin","Lardon, Quentin",0,2028,False
"Nikookar, Mahdi","Nikookar, Mahdi",0,2239,False
"Pastukhov, Vladislav","Pastukhov, Vladislav",0,0,False
"Bagautdinov, Ilgiz","Bagautdinov, Ilgiz",0,2035,False
"Kanter, E.","Kanter, E.",0,2384,False
"Veisi, Bardia","Veisi, Bardia",0,2273,False
"Gersov, E.","Gersov, E.",0,2324,False
"Rasik, V.","Rasik, V.",0,2451,False
"Bartel, Mi","Bartel, Mi",0,2262,False
"Hirneise, J.","Hirneise, J.",0,2289,False
"Kalajzic, I.","Kalajzic, I.",0,2112,False
"Marczuk, D.","Marczuk, D.",0,2292,False
"Idrisova, R.","Idrisova, R.",0,1944,False
"Akbas, Umut Ata","Akbas, Umut Ata",0,2141,False
"Yegiazaryan, A.","Yegiazaryan, A.",0,2377,False
"Musaev, Ra","Musaev, Ra",0,2231,False
"Tuzi, Bruna","Tuzi, Bruna",0,1971,False
"Geske, J.","Geske, J.",0,2370,False
"Rosenberg, E.","Rosenberg, E.",0,2125,False
"Calderin Gonzalez, R.","Calderin Gonzalez, R.",0,2424,False
"Vazquez Espino, Uriel","Vazquez Espino, Uriel",0,1983,False
"Aulin Jansson, J.","Aulin Jansson, J.",0,2215,False
"Ulko, J.","Ulko, J.",0,2437,False
"Koziol, Kamil","Koziol, Kamil",0,2276,False
"Bodek, Michael","Bodek, Michael",0,2397,False
"Klimakovs, S.","Klimakovs, S.",0,2316,False
"Sadilek, P.","Sadilek, P.",0,2345,False
"Vafin, A.","Vafin, A.",0,2302,False
"Tapie, P.","Tapie, P.",0,2286,False
"Nozdrachev, V.","Nozdrachev, V.",0,2500,False
"Wahlund, Max","Wahlund, Max",0,2137,False
"Telljohann, S.","Telljohann, S.",0,2388,False
"Garcia Correa, J.","Garcia Correa, J.",0,2103,False
"Malyshev, Vasilij","Malyshev, Vasilij",0,2353,False
"Nersissian, G.","Nersissian, G.",0,2035,False
"Gavriel, T.","Gavriel, T.",0,2121,False
"Ratkovic, Miloj","Ratkovic, Miloj",0,2499,False
"Pakhomov, E.","Pakhomov, E.",0,2444,False
"Epishin, V.","Epishin, V.",0,2527,False
"Gabuzyan, H.","Gabuzyan, H.",0,2590,False
"Martinovic, Sa","Martinovic, Sa",0,2548,False
"Matta, V.","Matta, V.",0,2305,False
"Azarya, J.","Azarya, J.",0,2389,False
"Chipanga, C.","Chipanga, C.",0,2043,False
"Palac, M.","Palac, M.",0,2525,False
"Vatsal, Singhania","Vatsal, Singhania",0,2371,False
"Andyka, Pitra","Andyka, Pitra",0,2276,False
"Skatchkov, P.","Skatchkov, P.",0,2457,False
"Rostovtsev, Dmitry","Rostovtsev, Dmitry",0,2163,False
"Jarovinsky, A.","Jarovinsky, A.",0,2305,False
"Song, Ju","Song, Ju",0,2321,False
"Remolar Gallen, J.","Remolar Gallen, J.",0,2335,False
"Niraj, S.","Niraj, S.",0,2188,False
"Spitzl, Vinzent","Spitzl, Vinzent",0,2346,False
"Jary, S.","Jary, S.",0,2275,False
"Cabarkapa, N.","Cabarkapa, N.",0,2473,False
"Blagojevic, Dr","Blagojevic, Dr",0,2481,False
"Dias, P.","Dias, P.",0,2343,False
"Babujian, L.","Babujian, L.",0,2465,False
"Mamochev, Aleksei","Mamochev, Aleksei",0,1715,False
"Tolstykh, Kirill","Tolstykh, Kirill",0,1888,False
"Klobukov, A.","Klobukov, A.",0,1966,False
"Gnidenko, A.","Gnidenko, A.",0,2197,False
"Ervan, Mohamad","Ervan, Mohamad",0,2356,False
"Beukes, Dante M","Beukes, Dante M",0,2284,False
"Alavkin, A.","Alavkin, A.",0,2376,False
"Cruz Mendez, Jean Marco","Cruz Mendez, Jean Marco",0,2018,False
"Bendayan Claros, A.","Bendayan Claros, A.",0,2167,False
"Khamzin, O.","Khamzin, O.",0,2301,False
Nguyen Van Huy,Nguyen Van Huy,0,2407,False
"Richter, Nils","Richter, Nils",0,2294,False
"Giroyan, G.","Giroyan, G.",0,2403,False
"Noboa Silva, Kevin","Noboa Silva, Kevin",0,2331,False
"Ulziikhishigjargal, Ochirkhuyag","Ulziikhishigjargal, Ochirkhuyag",0,2020,False
"Chirila, I.","Chirila, I.",0,2536,False
"Smietanska, Wiktoria","Smietanska, Wiktoria",0,1879,False
"Sumets, A.","Sumets, A.",0,2546,False
"Chimthere, A.","Chimthere, A.",0,2057,False
"Cotonnec, M.","Cotonnec, M.",0,2294,False
"Gaponenko, I.","Gaponenko, I.",0,2357,False
"Moreno Ruiz, J.","Moreno Ruiz, J.",0,2426,False
"Fernandez Estremera, Fernando","Fernandez Estremera, Fernando",0,2065,False
"Tikhonov, Viacheslav","Tikhonov, Viacheslav",0,2274,False
"Hansen, SoB","Hansen, SoB",0,2274,False
"Buker, M.","Buker, M.",0,1996,False
"Vakhlamov, I.","Vakhlamov, I.",0,2413,False
"Fernandez, Dani","Fernandez, Dani",0,2458,False
"Aghayev, M.","Aghayev, M.",0,2384,False
"Blanco, Ce","Blanco, Ce",0,2065,False
"Necula, Iulian","Necula, Iulian",0,1890,False
"Garcia, Gabriel Gonzaga","Garcia, Gabriel Gonzaga",0,2127,False
"Miszler, Levente","Miszler, Levente",0,2266,False
"Malka, S.","Malka, S.",0,2231,False
"Ravi, Th","Ravi, Th",0,2236,False
"Rozhkov, Ve","Rozhkov, Ve",0,2248,False
"Buraczewski, R.","Buraczewski, R.",0,2147,False
"Volokitin, And","Volokitin, And",0,2650,False
"Alexeev, Alexe","Alexeev, Alexe",0,2243,False
"Babakekhyan, Artem","Babakekhyan, Artem",0,2236,False
"Popov, Val","Popov, Val",0,2535,False
"Loureiro, Hugo","Loureiro, Hugo",0,1763,False
"Chalmel, J.","Chalmel, J.",0,1726,False
"Berger Dit Lacroix, Kilian","Berger Dit Lacroix, Kilian",0,2114,False
"Zienkiewicz, A.","Zienkiewicz, A.",0,2028,False
"Perrin, Antoine","Perrin, Antoine",0,1972,False
"Pietrasanta, J.","Pietrasanta, J.",0,2201,False
"Djidjeli, Sarah","Djidjeli, Sarah",0,2119,False
"Fernandez, Fe","Fernandez, Fe",0,2435,False
"Nikolashvili, G.","Nikolashvili, G.",0,2257,False
"Dovbnia, Nikita","Dovbnia, Nikita",0,1882,False
"Ewert, Hannes","Ewert, Hannes",0,2266,False
"Weber, Samuel","Weber, Samuel",0,2288,False
"Meza, A.","Meza, A.",0,2073,False
"Stotyn, F.","Stotyn, F.",0,2200,False
"Harikrishnan, A.","Harikrishnan, A.",0,2429,False
"Lozano, N.","Lozano, N.",0,2200,False
"Shymanskyi, Oleksandr","Shymanskyi, Oleksandr",0,2296,False
"Martinovici, Ilia","Martinovici, Ilia",0,2376,False
"Guz, Ari","Guz, Ari",0,2295,False
"Jumanov, E.","Jumanov, E.",0,2209,False
"Karttunen, M.","Karttunen, M.",0,2480,False
"Zaichenko, D.","Zaichenko, D.",0,2104,False
"Obsivac, J.","Obsivac, J.",0,2255,False
"Mayeregger, Arnold","Mayeregger, Arnold",0,2122,False
"De Waele, Warre","De Waele, Warre",0,2190,False
"Popilski, G.","Popilski, G.",0,2464,False
"Martin Carmona, Gaston Manuel","Martin Carmona, Gaston Manuel",0,2294,False
"Lipovoy, Danila","Lipovoy, Danila",0,1700,False
"Iglesias, Joa","Iglesias, Joa",0,2259,False
"Ramirez Garcia, J.","Ramirez Garcia, J.",0,2305,False
"Mendeiros, J.","Mendeiros, J.",0,2134,False
"Hutois, M.","Hutois, M.",0,2261,False
"Charkrubian, Tigran","Charkrubian, Tigran",0,1906,False
"Fedorchuk, S.","Fedorchuk, S.",0,2616,False
"Le Hetet, N.","Le Hetet, N.",0,2393,False
"Moiseenko, Va","Moiseenko, Va",0,2549,False
"Grebnev, Aleksey","Grebnev, Aleksey",0,2474,False
"Duboue, P.","Duboue, P.",0,2412,False
"Eugene, Floryan","Eugene, Floryan",0,2343,False
"De Pierrefeu, T.","De Pierrefeu, T.",0,2205,False
"Kuksov, Maksim A","Kuksov, Maksim A",0,1673,False
"Favarel, J.","Favarel, J.",0,2338,False
"Domenech, V.","Domenech, V.",0,2265,False
"Stribuk, Artiom","Stribuk, Artiom",0,2264,False
"Rojas Alarcon, J.","Rojas Alarcon, J.",0,2397,False
"Hemant, S2.","Hemant, S2.",0,2356,False
"Bonte, An","Bonte, An",0,2313,False
"Levine, Joseph","Levine, Joseph",0,2073,False
"Muthaiah, AL.","Muthaiah, AL.",0,2400,False
"Pliukha, Myhajlo","Pliukha, Myhajlo",0,2217,False
"Legenia, Artem","Legenia, Artem",0,2144,False
"Gomez Ledo, R.","Gomez Ledo, R.",0,2446,False
"Krivonosov, O.","Krivonosov, O.",0,2371,False
"Zemach, Roee","Zemach, Roee",0,2275,False
"Devaev, A.","Devaev, A.",0,2325,False
"Schut, Ha","Schut, Ha",0,2101,False
"Dimic, P.","Dimic, P.",0,2347,False
"Puchkov, Andrey","Puchkov, Andrey",0,1044,False
"Ponomarev, Denis","Ponomarev, Denis",0,1920,False
"Shevchenko, M.","Shevchenko, M.",0,2150,False
"Psakhis, L.","Psakhis, L.",0,2453,False
"Apryshko, G.","Apryshko, G.",0,2382,False
"Stambulian, A.","Stambulian, A.",0,2306,False
"Finkel, A.","Finkel, A.",0,2416,False
"Romanov, Vladislav O","Romanov, Vladislav O",0,1176,False
"Druchenko, Mikhail","Druchenko, Mikhail",0,1812,False
"Bagdasarov, V.","Bagdasarov, V.",0,2201,False
"Khruschiov, A.","Khruschiov, A.",0,2382,False
"Samsonkin, A.","Samsonkin, A.",0,2428,False
"Stark, L.","Stark, L.",0,2381,False
"Petesch, Gabriel","Petesch, Gabriel",0,2330,False
"Pitcher, J.","Pitcher, J.",0,2210,False
"Rizvi, N.","Rizvi, N.",0,1989,False
"Paul, Nathanael","Paul, Nathanael",0,1993,False
"Sujoldzic, Zedin Dino","Sujoldzic, Zedin Dino",0,0,False
"Brett, A.","Brett, A.",0,2085,False
"Cox, Tr","Cox, Tr",0,2141,False
"Allis, Richard","Allis, Richard",0,2052,False
"Vleeshhouwer, Douglas","Vleeshhouwer, Douglas",0,1960,False
"Thomas, Isambard","Thomas, Isambard",0,0,False
"Razanadrakotoarisoa, Toavina","Razanadrakotoarisoa, Toavina",0,2028,False
"Ardiani, Fabio","Ardiani, Fabio",0,0,False
"Zienkiewicz, Jan","Zienkiewicz, Jan",0,1866,False
"Blachon, P.","Blachon, P.",0,1969,False
"Casas, Alexandre","Casas, Alexandre",0,1921,False
"Heng, J.","Heng, J.",0,1921,False
"Vine, Thibaut","Vine, Thibaut",0,1850,False
"Kachkachishvili, Lasha","Kachkachishvili, Lasha",0,1796,False
"Oney, Re","Oney, Re",0,1781,False
"Mallassagne, F.","Mallassagne, F.",0,2149,False
"De Villers, M.","De Villers, M.",0,2142,False
"Blagojevic, Lu","Blagojevic, Lu",0,1979,False
"Borrmann, Laurenz","Borrmann, Laurenz",0,2035,False
"Mueller, Max1","Mueller, Max1",0,2143,False
"Schroll, G.","Schroll, G.",0,2324,False
"Enoeckl, P.","Enoeckl, P.",0,2284,False
"Ganaus, H.","Ganaus, H.",0,2298,False
"Scheffknecht, P.","Scheffknecht, P.",0,2052,False
"Kristoferitsch, Daniel","Kristoferitsch, Daniel",0,2212,False
"Pal, Rohan","Pal, Rohan",0,1759,False
"Royle, Alex","Royle, Alex",0,0,False
"Shearsby, Jude","Shearsby, Jude",0,1673,False
"Mehrafarin, Amirabbas","Mehrafarin, Amirabbas",0,1734,False
"Palliser, R.","Palliser, R.",0,2412,False
"Zabrocki, Philip","Zabrocki, Philip",0,1948,False
"Starley, Robert","Starley, Robert",0,2084,False
"Badacsonyi, Stanley","Badacsonyi, Stanley",0,0,False
"Bedi, Adam","Bedi, Adam",0,1803,False
"Rosenbaum, Danny","Rosenbaum, Danny",0,0,False
"Towers, Nigel S","Towers, Nigel S",0,1858,False
"Chaplin, P.","Chaplin, P.",0,2046,False
"Alizada, Eldar","Alizada, Eldar",0,1922,False
"Head, Louise","Head, Louise",0,2090,False
"Bowen, Philip B","Bowen, Philip B",0,0,False
"Frank, Emanuel","Frank, Emanuel",0,2182,False
"Huber, Mart AUT","Huber, Mart AUT",0,2344,False
"Kapus, Florian","Kapus, Florian",0,1931,False
"Breneis, L.","Breneis, L.",0,2248,False
"Chen, Max","Chen, Max",0,1997,False
"Rusonik, Max","Rusonik, Max",0,2047,False
"Shyam, N.","Shyam, N.",0,2453,False
"Ismayil, Malak","Ismayil, Malak",0,1997,False
"Sekar, B.","Sekar, B.",0,2286,False
"Krassilnikov, E.","Krassilnikov, E.",0,2381,False
"Ambrogi, A.","Ambrogi, A.",0,2280,False
"Kololli, Martin","Kololli, Martin",0,2316,False
"Chiu, Isaac","Chiu, Isaac",0,2190,False
"Krishna Teja, N.","Krishna Teja, N.",0,2399,False
"Gleizerov, E.","Gleizerov, E.",0,2463,False
"Bulatov, R.","Bulatov, R.",0,2222,False
"Balashov, Arseny","Balashov, Arseny",0,2151,False
"Egorenkov, I.","Egorenkov, I.",0,2142,False
"Mishin, Al","Mishin, Al",0,2172,False
"Lysenko, Margarita","Lysenko, Margarita",0,2207,False
"Gusarov, Aleksey","Gusarov, Aleksey",0,2197,False
"Dankin, M.","Dankin, M.",0,2087,False
"Belousov, D.","Belousov, D.",0,2274,False
"Vlassow, V.","Vlassow, V.",0,2238,False
"Ulibin, M.","Ulibin, M.",0,2443,False
"Stelmaszyk, Nico","Stelmaszyk, Nico",0,2296,False
"Pahud, C.","Pahud, C.",0,2200,False
"Korpa, B.","Korpa, B.",0,2536,False
"Wacker, P.","Wacker, P.",0,2263,False
"Ferreira, Jor1","Ferreira, Jor1",0,2521,False
"Romano, Lu","Romano, Lu",0,2163,False
"Kiratzopoulos, E.","Kiratzopoulos, E.",0,2239,False
"Peng, Li Min","Peng, Li Min",0,2474,False
"Stocek, Martin","Stocek, Martin",0,1833,False
"Mojzis, Jar","Mojzis, Jar",0,2044,False
"Kulon, K.","Kulon, K.",0,2363,False
"Rodriguez Hernandez, L.","Rodriguez Hernandez, L.",0,2385,False
"Michel Coto, M.","Michel Coto, M.",0,2348,False
"Roman, R.","Roman, R.",0,2071,False
"Cheng, Bo","Cheng, Bo",0,2552,False
"Guzman Moneo, A.","Guzman Moneo, A.",0,2196,False
"Boidiya, Sidi","Boidiya, Sidi",0,2040,False
"Kotepalli, S.","Kotepalli, S.",0,1914,False
"Prudente, Elmer","Prudente, Elmer",0,1998,False
